label,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50,sample51,sample52,sample53,sample54,sample55,sample56,sample57,sample58,sample59,sample60,sample61,sample62,sample63,sample64,sample65,sample66,sample67,sample68,sample69,sample70,sample71,sample72,sample73,sample74,sample75,sample76,sample77,sample78,sample79,sample80,sample81,sample82,sample83,sample84,sample85
0,0.76764,-1.1035,-0.64456,1.2835,0.16588,-0.97067,-0.56595,0.86362,0.35113,-1.2161,-0.93236,1.4956,0.9924,-0.99543,-0.82855,1.4519,0.28292,-1.1262,-0.60097,1.6359,0.44083,-1.2064,-1.051,1.3649,0.6437,-1.0273,-1.1921,1.137,0.57788,-0.71115,-0.687,1.5025,0.51985,-0.88616,-0.62833,1.364,1.3484,1.5389,0.48236,-1.0999,-0.95124,1.3226,0.26242,-1.1018,-1.3214,-1.176,-0.74611,1.0838,0.12508,-0.79194,-1.2759,1.0422,0.95508,1.6741,0.3213,-0.62266,-0.94945,-0.97389,-0.86751,1.2218,0.91451,0.5239,0.37542,-0.87612,-0.81399,1.1146,0.049387,-1.2851,-0.88001,-1.0118,-0.34076,1.0638,0.78718,1.8597,0.45775,-1.0772,-1.1043,-0.81442,-1.0527,0.95939,0.48338,-0.9958,-0.66382,1.3054,1.0541
0,-0.081889,-1.0383,-0.5095,0.80927,1.0024,1.339,0.36816,-0.90613,-1.3565,-0.95791,-1.0243,1.8399,0.71754,-1.1941,-0.54301,0.94565,0.88411,0.99608,0.74324,-1.0741,-1.0421,-0.93939,-0.47795,1.1766,0.84139,1.3169,0.79119,-1.2456,-0.78308,1.3298,0.078509,-1.2954,-0.79238,-0.97746,-0.64914,1.5184,1.3754,1.2614,0.15358,-1.1573,-0.23795,1.5677,0.47516,-0.87143,-1.3325,-1.0768,-0.9769,1.1172,0.83207,1.167,0.45991,-1.062,-0.67647,1.1043,0.36775,-0.97918,-0.39363,1.6785,0.26898,-1.2458,-1.1492,-0.87899,-0.57628,1.3533,1.3893,0.92366,0.64643,-1.0661,-0.95791,1.038,0.22991,-1.0241,-1.0923,-1.0537,-0.91162,1.1964,-0.35026,-1.3664,-0.2766,1.1211,-0.17693,-0.71977,-0.47738,1.3568,1.194
0,1.3325,-0.41558,-1.157,0.37719,1.5004,-0.28996,-1.1107,0.41428,1.2439,-0.65332,-1.1032,0.34852,1.4561,-0.57365,-0.91134,0.32972,1.4366,-0.50319,-1.1125,0.33154,1.4261,-0.61589,-1.1601,0.44539,1.3148,-0.78123,-0.9833,0.29152,1.3379,1.0923,1.1848,-0.60343,-1.2612,-0.96541,-1.0891,0.39932,1.1891,1.0154,1.1139,-0.73207,-1.3031,0.58764,1.3702,-0.6297,-1.1318,-1.2283,-1.3782,0.46417,1.3043,0.90628,0.92656,-0.79737,-1.2384,-1.0183,-1.1678,0.47269,1.3627,-0.63588,-1.1553,0.31795,1.4012,1.0164,0.77488,-0.72242,-1.1335,-1.0662,-1.366,0.2635,1.2844,-0.7119,-1.2205,0.24575,1.3858,-0.54937,-1.0714,0.29044,1.2676,-0.56017,-1.1646,0.28271,1.3933,1.0814,1.1006,-0.5665,-1.2428
0,-0.75511,1.3089,0.55463,-1.2826,-0.61234,1.6489,-0.030315,-0.80636,-0.55242,1.5694,0.25514,-0.7307,-0.80415,1.4454,-0.0077374,-0.83754,-0.93342,1.8016,0.44276,-1.1449,-0.66298,1.3671,0.21615,-1.1297,-1.0553,1.5436,-0.014807,-0.95302,-0.48297,1.4354,-0.11414,-1.2214,-0.59612,1.5212,0.044794,-0.89251,-0.6856,1.6544,0.27139,-1.078,-0.46721,1.5235,0.12378,-1.0561,-0.48922,1.7129,-0.17551,-0.99162,-0.79578,1.4089,0.22444,-0.5787,-0.47112,1.5458,0.018372,-1.2226,-0.60746,1.7469,0.028019,-0.9564,-0.888,1.6552,0.13032,-0.76817,-0.57194,1.5503,0.14655,-0.97698,-0.45182,1.6092,0.12715,-1.0051,-0.70822,1.5339,0.32257,-1.0753,-0.81252,1.389,-0.036205,-1.1835,-0.6609,1.5733,0.48714,-1.2126,-0.39094
0,1.2346,-0.59473,-1.1239,-0.90209,-1.0971,0.53504,1.072,-0.73843,-1.1605,0.67355,1.2973,1.0738,1.1113,-0.72965,-0.97783,-0.91385,-1.1566,0.67331,1.0409,-0.92714,-1.1174,0.7691,1.2352,-0.83224,-1.124,0.55576,1.4546,1.1076,1.0413,-0.64523,-1.0544,0.90898,1.3541,-0.67077,-1.0563,-1.0653,-1.075,0.70543,1.1659,-0.64752,-1.1085,0.78076,1.2832,1.2139,1.0236,-0.45964,-0.96083,0.67825,1.1112,-0.70088,-1.1264,0.73234,1.1544,-0.66153,-1.1924,0.85201,1.222,-0.62527,-1.1831,-1.1763,-1.1359,0.71999,1.2324,-0.73551,-1.061,0.71118,1.4308,1.169,1.0281,-0.51016,-1.101,-1.0569,-0.94083,0.65109,1.2945,1.1904,0.94337,-0.64009,-0.9808,-0.99384,-1.0429,0.49795,1.087,-0.80285,-1.2101
0,0.69909,1.7179,-1.0027,-1.0592,0.19006,1.2444,0.94547,1.0644,-0.78233,-1.1185,0.64515,1.2173,-0.9322,-1.1657,-1.0698,-0.64823,0.3171,0.77283,1.091,1.2039,-0.64637,-1.2723,0.68248,1.0525,-0.77921,-1.1348,-1.18,-0.76057,0.48051,1.1418,-0.8008,-0.96497,0.97028,1.3029,0.93471,0.83067,-0.559,-1.2293,-1.1052,-1.2501,0.40863,1.45,0.93308,1.1777,-0.96385,-0.89918,-0.96855,-0.95214,0.50014,1.658,1.0974,0.74384,-0.61833,-1.1492,-0.98713,-1.0206,0.70908,0.993,-0.86697,-1.1874,0.49829,1.5465,-0.87275,-1.0516,0.36125,1.0359,1.0357,0.78557,-0.9541,-1.2544,-1.1719,-1.2177,0.65164,1.2694,-0.76191,-1.2538,0.75122,1.0817,-1.082,-1.0917,0.46459,0.86654,0.73849,1.1636,-0.63905
0,-0.98473,0.80056,0.70114,-0.93686,-0.41953,0.92645,0.71744,1.5501,0.99576,-0.9468,-0.97686,-1.028,-0.96048,1.6972,1.162,1.4009,0.90678,-1.0356,-0.75878,1.1347,0.41069,-0.96666,-1.3253,-0.92296,-1.0473,0.91629,0.083589,-1.1136,-0.63894,1.2752,0.82729,-0.46037,-1.0226,1.1351,0.98329,0.99405,0.65577,-1.0706,-1.1549,-0.60485,-0.80847,1.0193,1.2333,1.4386,0.44209,-1.217,-0.8381,1.1528,0.82924,-0.95694,-0.83265,-1.0096,-1.2037,1.5627,0.72635,1.1734,0.69791,-0.91177,-0.78447,0.9105,0.10707,-1.0041,-0.80996,0.80988,0.93343,-0.86792,-0.60485,-1.2692,-1.0989,0.98447,0.69306,1.7935,0.8393,-0.82465,-1.1138,1.2241,0.36616,-1.1462,-0.68371,-0.86761,-1.0035,1.3721,0.68709,-0.97733,-1.0604
0,1.3646,0.11834,-1.1119,-0.44641,1.3653,0.25848,-1.0345,-0.36723,1.2962,1.0841,1.362,0.33301,-1.1861,-0.76651,-1.2321,-0.54731,1.2204,0.33428,-1.2008,-0.60888,1.2914,0.99972,1.2106,0.21784,-1.2229,-1.0343,-1.2827,-0.53598,1.2554,0.31575,-1.1705,-0.45989,1.2694,0.32698,-1.1969,-0.3581,1.4066,1.1227,1.127,0.22036,-1.29,-0.9998,-1.273,-0.52601,1.1793,1.0242,1.2658,0.23912,-1.2753,-0.9582,-1.2751,-0.5457,1.2135,0.98786,1.3582,0.33485,-1.2381,-1.0572,-1.1975,-0.53911,1.1282,1.0265,1.3373,0.27326,-1.0654,-1.048,-1.1579,-0.45296,1.1748,0.28487,-1.2846,-0.40462,1.3132,0.95452,1.2069,0.38779,-1.1629,-0.45925,1.3237,0.36922,-1.1549,-0.95127,-1.1783,-0.58393,0.95843
0,-0.068193,1.3934,-0.47532,-0.88217,-0.029997,1.6582,-0.22015,-0.90124,0.17037,1.393,0.94132,1.1038,-0.44278,-1.2792,-1.2949,-1.1303,0.010946,1.2975,-0.27809,-1.0728,-0.047173,1.5477,1.0927,0.99005,-0.62648,-1.1928,-1.0385,-1.2829,-0.07111,1.2103,-0.55344,-1.0923,0.14395,1.433,-0.33226,-0.79501,0.033852,1.6628,1.0291,0.95216,-0.35058,-1.399,-1.2333,-1.323,-0.11067,1.2616,1.0722,1.1737,-0.51616,-1.3211,-0.99241,-1.2104,-0.083213,1.4294,0.74704,1.2547,-0.37172,-1.3636,-1.0863,-1.3307,0.14925,1.3377,0.99897,1.161,-0.55974,-1.2152,-0.96312,-1.169,0.11588,1.4336,-0.56271,-1.0611,0.030762,1.4794,1.023,1.0129,-0.29323,-1.1596,0.14916,1.4316,-0.54147,-1.0196,0.050446,1.3897,-0.42208
0,1.2097,0.65435,-0.54264,-0.70153,1.1982,0.29987,-0.78471,-1.0768,-0.93421,-0.90025,1.2897,0.38919,1.1225,0.73183,-0.94285,-1.1523,-0.88605,-1.1278,0.47505,1.0733,1.8963,0.57477,-0.83842,-1.2241,-1.2621,-1.0766,0.51438,0.82154,1.3285,0.89924,-0.72692,-0.791,-0.90055,-0.90862,1.2846,0.71444,-1.2335,-0.88696,1.3514,1.5254,1.1931,0.88836,-1.1276,-0.76089,0.58589,0.30314,-1.0804,-0.73001,-1.018,-1.0882,1.0577,0.56861,-0.86924,-1.047,1.2254,0.83734,1.5473,0.9872,-0.90114,-1.151,-1.1859,-1.1297,0.91854,0.5448,-0.81498,-0.95425,1.2333,1.1523,-1.1923,-0.88679,1.2508,0.75943,-0.94147,-0.87223,0.96131,0.27769,-0.98511,-0.60191,1.106,0.87306,1.3302,0.4755,-1.0435,-1.1225,0.97087
0,0.17172,1.5488,-0.79202,-1.1172,0.20384,0.9817,-0.44234,-1.059,0.20158,1.1807,-0.29506,-0.96393,0.32626,1.1061,-0.94259,-1.0824,0.8661,1.239,-0.69931,-0.95169,-0.049733,1.5798,0.6352,1.7431,-0.86538,-0.5231,0.18571,1.2192,-0.53999,-1.275,-1.2575,-1.1008,0.36437,1.2039,-0.7668,-1.0761,0.31335,1.3993,-0.72666,-0.91183,0.23185,1.216,-0.6007,-1.3074,0.42719,1.7056,0.76391,1.3852,-0.64593,-1.0792,-0.98528,-1.1618,0.41003,1.3858,1.3033,1.4777,-0.49003,-0.67772,-0.88571,-0.96942,-0.083309,1.0805,1.2646,1.0087,-0.91883,-1.0182,-0.94967,-0.9863,0.32357,1.6731,-1.2263,-1.3709,0.59497,1.3545,-0.70802,-0.63429,-0.47946,1.8899,-0.43353,-0.97943,0.61256,1.4391,-0.98686,-1.0595,0.058386
0,0.17939,0.74663,1.0677,-0.90819,-0.2349,1.1547,0.51659,-0.7679,-0.5613,-0.8552,-0.51343,1.5547,0.73988,-1.3889,-0.27169,1.4863,0.38901,-0.3529,-0.19293,1.947,0.94221,-1.3718,-0.61905,0.82382,1.556,-1.3157,-0.56686,0.63145,0.42474,-0.95894,-0.19132,0.49559,1.1225,2.0726,0.12792,-1.1945,-1.0841,-1.1609,-0.97153,1.2313,0.2082,-1.1287,-0.60564,1.0731,1.2736,0.87583,0.13677,-0.63193,-1.4516,-1.4596,-1.441,1.0901,-0.041662,-0.68456,-0.093671,1.1547,-0.86519,-1.2267,-1.0455,0.93377,0.53069,1.2554,0.048465,-1.2775,-1.3769,-0.86675,-0.0057626,1.6741,0.63512,-1.111,0.27331,1.4496,1.0385,0.66737,-0.71075,-0.77164,-0.9459,-1.4803,0.22415,1.2793,-0.16142,-1.031,-1.3153,1.1875,0.99229
0,1.3332,-0.55455,-1.1599,0.43212,0.83775,-1.0282,-1.3273,0.67384,0.83022,-0.60145,-1.041,0.5472,1.0543,-1.044,-0.98896,0.31242,1.1448,-0.68795,-0.80828,0.20159,1.5984,-0.82752,-1.2045,-0.98781,-1.0088,0.86817,1.5029,-1.1147,-1.1622,0.56523,1.0212,0.62412,1.2271,-0.42421,-0.76328,0.25811,1.3563,-0.67346,-1.1481,0.82264,1.1662,-1.0926,-1.3276,0.64297,0.73647,-0.96523,-0.66635,-1.0617,-1.2914,0.69596,1.6048,0.96143,1.3903,-0.82617,-0.84992,-0.86141,-0.8919,0.81394,1.5669,0.9733,1.3841,-0.60908,-0.93798,0.51735,1.0645,-1.0181,-1.2668,0.56206,1.3229,-0.75739,-1.4427,-0.96515,-1.109,0.39967,1.2553,1.0806,1.3623,-0.35449,-1.168,0.24425,1.243,-0.61277,-1.0382,0.14014,1.33
0,1.0463,0.9391,-1.057,-1.0951,0.93559,0.89568,-1.2132,-1.0707,0.94494,0.69749,-1.0297,-0.66971,1.231,0.69645,-0.9678,-1.0916,1.2663,0.31198,-1.1233,-0.84377,1.0995,1.0382,1.2746,1.0197,-1.2085,-1.0747,-0.90722,-1.3192,1.0016,1.1045,1.1348,0.76993,-1.052,-1.1995,-0.89531,-0.88264,1.0537,0.63709,-1.0383,-1.0874,1.0208,0.97732,0.83325,0.63953,-0.91833,-1.0945,1.1154,0.6449,-0.94452,-0.96829,0.979,0.88514,-1.1156,-1.112,-1.0767,-0.96677,1.5104,0.59624,-1.1003,-0.80725,1.3048,0.78372,-0.52084,-1.0309,1.0622,1.2483,1.2015,0.56481,-1.2383,-1.1614,-0.85585,-0.83313,1.021,0.46394,-1.2452,-0.93583,0.87004,1.1202,1.2752,0.34127,-0.84247,-0.95225,0.95331,0.63533,-0.59911
0,1.2929,1.014,1.1716,-0.88811,-0.96602,0.64289,0.86277,-0.85914,-1.0482,-1.1427,-1.1298,0.71775,1.1439,-0.88282,-1.1248,0.76904,1.2201,1.114,0.9737,-1.034,-1.0217,-0.99176,-1.0503,0.9117,1.3286,1.0739,0.8185,-1.0058,-0.93887,-1.0303,-0.88837,0.83362,1.2216,0.94675,0.73421,-0.8305,-0.84185,-1.0817,-1.0574,0.74664,0.95016,-0.84508,-0.87997,0.64245,0.97898,-0.91443,-1.0008,0.8221,1.246,1.0777,0.86423,-1.0352,-1.1226,-1.0635,-1.0219,0.94749,0.96933,-0.74838,-0.99558,0.74037,1.0967,-0.95712,-1.0935,0.68485,1.0686,1.0581,0.92828,-0.89487,-1.061,-1.1578,-0.97732,0.82852,1.3549,1.0613,1.0766,-0.873,-1.1076,-1.1503,-1.1133,0.8562,1.0028,1.0607,0.91531,-0.92435,-1.0184
0,-1.1678,-0.69727,1.2423,0.21708,-1.422,-0.43672,1.2714,0.089609,-1.0692,-0.23158,1.3431,-0.162,-1.1688,-0.30308,1.0628,0.31569,-1.2614,-0.85209,1.5335,1.0559,1.4178,0.45526,-0.8255,-0.96308,-1.3381,-0.75401,1.3146,-0.10235,-1.0476,-0.52499,0.77846,0.96936,1.302,0.34247,-0.91701,-1.3622,-0.96819,-1.0338,1.7971,0.68779,-1.2016,-0.55811,0.91326,0.85242,0.96309,0.7132,-1.083,-1.0514,-0.94988,-0.4938,1.1415,0.81021,1.2802,0.76059,-1.2525,-0.79539,1.2929,0.056187,-1.3018,-0.80458,-0.98752,-0.66301,1.4793,1.338,1.2253,0.13039,-1.1653,-0.25659,1.5281,0.44823,-0.88271,-1.3384,-1.0857,-0.98696,1.0828,0.801,1.132,0.43316,-1.0711,-0.69003,1.07,0.34207,-0.98922,-0.41047,1.6375
0,0.069315,1.6493,-0.52412,-0.90684,0.42637,1.8361,-0.76188,-1.1587,0.42241,1.7696,-0.64543,-1.2169,0.70915,1.3434,-1.0749,-0.93019,-1.0604,-1.0456,0.5575,1.4503,-0.26822,-1.1323,0.12991,1.5046,-0.59599,-0.87522,-0.21981,1.2018,-0.63536,-0.85295,-0.079348,1.4819,-1.0662,-0.31523,0.46694,1.0147,-0.50723,-0.91812,0.027457,1.8213,1.1251,0.78289,-0.78516,-1.0601,-1.2185,-1.0699,0.069194,1.1535,-1.0626,-0.96701,-0.051303,1.4936,-0.72124,-0.54029,0.080366,1.5819,-0.55767,-1.1833,0.35061,1.5352,0.95102,1.1728,-0.78672,-1.125,-1.2035,-1.0571,0.75233,1.6088,-0.65502,-0.98795,0.2614,1.2522,-0.631,-1.2923,0.54785,0.93754,-0.33291,-0.91645,0.65665,1.4269,-0.63658,-0.8924,0.44059,1.566,-1.1033
0,1.1397,0.70332,-0.99595,-0.60202,1.099,0.015359,-0.85563,-1.062,-1.1376,-0.50627,0.93742,0.79651,1.3519,0.69534,-1.2115,-1.1205,-0.73899,-0.69535,1.0976,0.23472,-1.1719,-0.67906,0.79419,0.20467,-0.65249,-0.51259,0.97706,0.73316,1.3347,0.5963,-1.0179,-1.0925,-1.1809,-0.5359,1.2776,1.2081,1.4635,0.77595,-0.94631,-0.82259,-1.012,-1.1496,1.2874,1.1477,1.2257,0.26913,-0.86576,-1.2784,-1.1545,-0.45,1.4583,1.1611,1.4185,0.59753,-1.1815,-0.83328,-0.98329,-0.67393,1.3475,1.2862,1.6839,0.72023,-1.1409,-0.62826,1.3502,0.86963,-1.2356,-0.73363,1.2791,0.13511,-1.2179,-0.99726,-1.2656,-0.80468,1.1866,0.53346,-1.0934,-0.75267,1.26,0.52765,-1.0454,-0.68292,1.1045,0.51515,-1.0823
0,0.4877,1.0299,-0.92925,-1.0845,0.53351,0.98198,1.0596,1.0245,-0.97631,-1.181,-1.1653,-1.1361,0.73795,1.3536,-0.75414,-1.1504,0.58583,1.2743,1.0722,1.1612,-0.91339,-1.0056,0.71812,1.1881,-0.79591,-1.2071,0.34211,0.81226,-0.8063,-1.2658,0.68692,1.1439,-1.0346,-1.1504,-0.95817,-1.1004,0.70324,0.9128,-1.2459,-1.172,0.68096,0.82736,-0.96029,-0.9886,0.85888,1.383,-0.83307,-1.0783,0.63164,1.1552,-1.0711,-1.2218,0.65378,1.133,-0.94097,-0.90986,0.42984,1.367,1.0281,0.86989,-0.99836,-1.1785,-1.0929,-0.9899,0.81707,1.1446,-1.1102,-1.0719,0.49398,1.0398,-0.7788,-0.98793,0.75774,1.3381,-0.99646,-1.0037,0.7924,1.4201,0.84047,1.2798,0.16876,-0.87693,0.6331,1.3562,-0.78832
0,-0.90652,-0.11681,1.6737,2.1721,1.5149,-0.58412,-0.66142,-0.49744,-0.96331,-0.13978,1.4403,1.119,1.3406,-0.31785,-0.78416,0.68281,1.1445,-1.1368,-0.73742,-0.93473,-0.9683,-0.22175,1.3653,1.1064,1.1309,-0.79913,-0.78477,0.22123,1.2944,-1.2266,-1.1399,0.091489,0.93868,-0.48772,-1.0651,-0.11133,1.0328,-0.51928,-0.80115,0.63556,1.1717,-1.0688,-1.1513,1.1869,1.4275,-1.0816,-1.0765,0.31353,1.7696,-1.072,-0.79954,-0.20492,0.81012,-0.2,-1.1255,-1.0518,-0.6966,-0.0070624,1.2997,1.0121,1.0223,-0.53273,-1.3071,-0.24267,0.83738,-1.0275,-0.8269,-0.92922,-1.1918,0.62006,0.4376,-0.53317,-1.2763,0.11385,1.5418,-1.0195,-1.0997,0.5145,1.563,-0.90031,-1.4339,-0.1322,1.1841,0.95841,1.205
0,-1.1128,-0.15113,1.5272,-0.26203,-1.2407,0.033212,1.9738,-0.39354,-1.2277,0.27752,1.8351,-0.3926,-1.1776,-1.1705,-1.023,-0.1177,0.82397,0.62445,0.50961,-0.074057,-1.0967,0.40119,1.7169,-0.61897,-1.0271,-1.2409,-0.51081,0.46788,1.4561,0.98724,0.98219,-0.79485,-1.1003,0.45467,1.1531,-1.0666,-1.116,-1.2014,-1.0908,0.10759,0.57167,-0.41574,-1.1683,0.17173,1.534,1.1671,0.3095,-0.29628,-0.42145,-0.37841,-0.48541,-0.19054,0.84947,-0.43893,-1.0271,-0.042772,2.059,-0.44563,-1.1238,-0.082595,1.5408,1.5521,0.92676,-0.54636,-1.1704,0.67065,1.6884,-0.79222,-1.1181,0.0032422,1.8135,-0.56918,-0.91044,0.2243,1.973,-0.65711,-0.76068,-1.0398,-0.64839,0.14256,1.4903,-0.79962,-1.1947,0.37794,1.5339
0,-0.44594,-0.73388,0.49562,0.84264,-1.0354,-1.3336,0.76546,1.0845,-0.70701,-0.85118,0.55986,0.94533,-0.78749,-1.247,0.32672,1.4796,-0.4839,-1.1999,-0.95419,-0.90063,0.83406,1.4411,1.3572,1.1007,-0.70845,-0.94547,-1.2961,-0.98623,0.29303,1.3065,-1.0337,-1.0102,0.23539,1.3224,0.59856,0.94026,-0.63649,-0.59769,-1.0593,-0.34718,0.57814,1.3521,-0.70457,-0.72035,0.60447,1.0965,-1.0293,-0.82304,0.75837,1.6329,-1.0509,-1.1289,0.36298,1.3542,0.90168,1.6026,-1.0418,-1.0233,-1.3097,-0.99013,0.56451,1.5442,-0.17029,-0.96742,0.47055,1.4441,-0.67661,-0.89832,0.42904,1.6216,-0.39333,-1.2741,0.73909,1.2194,1.1639,1.2958,-0.94238,-0.86587,1.0305,1.2344,-0.93878,-1.0542,-1.2089,-1.1161,0.69955
0,1.2122,0.085338,-1.1288,-0.26038,1.6511,-0.76625,-1.4746,-1.3085,-1.1474,-0.093106,1.5376,0.005428,-1.322,-0.27315,1.2594,0.35417,-1.3194,-0.41789,1.0948,1.0726,1.5874,0.069212,-1.3627,-1.4194,-1.0785,0.26547,1.6224,0.7891,1.3836,0.0068451,-0.95805,-0.56668,1.3127,0.29696,-1.1035,0.19889,0.88568,-0.38494,-1.0456,-0.6251,1.0053,0.17266,-1.3604,-1.2377,-0.96053,-0.59308,0.99783,1.1756,1.8768,-0.26383,-0.79362,-0.28446,1.3999,-0.0074356,-1.2167,-1.0224,-0.6815,-0.63816,1.2935,-0.36016,-0.96428,-0.60704,1.1664,0.48499,-1.0398,-0.65064,1.492,0.17684,-0.94738,-0.42056,1.0597,0.95106,1.5468,0.53505,-0.96244,-0.84825,-1.2627,0.07385,1.5156,1.248,1.2465,-0.17493,-1.0392,-0.62971,0.91345
0,1.5851,-0.10693,-0.97128,-0.18787,1.0076,-0.14705,-1.2184,-0.06289,1.2979,1.2091,1.5623,-0.36858,-1.1961,-0.91835,-0.78263,-0.47205,1.7579,1.4607,1.2736,-0.31526,-0.75536,-1.115,-1.306,-0.4458,1.3472,1.1664,1.5749,-0.053624,-0.9243,-1.2914,-1.2013,-0.48524,1.4262,1.3699,1.143,-0.42473,-1.1276,-1.2943,-0.90133,-0.32746,1.2805,1.068,1.3636,-0.24714,-0.94509,-0.39978,1.559,-0.12624,-1.2495,-0.56589,1.3024,-0.46173,-0.79241,-1.0616,-0.95708,-0.64036,1.4409,-0.13024,-1.4543,0.13506,1.3162,-0.35561,-1.4145,-0.27998,1.0505,-0.37635,-1.2675,-0.42364,0.84077,0.006095,-1.0382,-0.62191,1.088,-0.10061,-1.1468,-0.20642,1.4291,0.089426,-1.1286,-0.016944,0.88772,0.96119,1.6998,-0.3044,-0.58632
0,0.71281,-0.95572,-0.86602,-0.9805,-0.67178,1.0861,1.0582,1.0802,0.62127,-0.94644,-0.81744,1.2033,0.73433,-1.1652,-0.72249,1.2174,0.86513,-1.006,-0.98157,-0.96678,-0.79099,1.158,1.2489,1.1965,0.50745,-1.0936,-0.88582,-1.0448,-0.60865,1.2564,1.1315,1.2117,0.53012,-1.0453,-0.85302,-1.1445,-0.72356,1.2016,0.56679,-1.1694,-0.84997,1.1321,0.68666,-1.1491,-0.85191,1.3403,0.53925,-1.1743,-0.95703,1.2209,1.2537,1.2033,0.55676,-1.0322,-0.96235,-1.0425,-0.83098,1.2402,0.77839,-1.1842,-0.71728,1.2148,1.0761,1.3007,0.72105,-0.94473,-0.83852,-1.0601,-0.69664,1.1905,0.75887,-1.1944,-0.78778,1.2269,0.66806,-1.0613,-0.71057,1.2805,1.2063,1.1849,0.83391,-1.0746,-0.87367,-1.0189,-0.74936
0,1.1543,-0.093839,-0.96887,-0.060987,1.3804,-0.32766,-1.1331,-0.097972,1.1906,-0.10803,-1.0264,0.099995,1.5811,-0.31366,-0.93275,-1.186,-1.2709,-0.20799,1.4155,0.99423,1.1232,-0.29468,-1.1128,-1.236,-1.153,-0.17222,1.3117,1.0951,1.3207,-0.22275,-1.0273,-1.174,-1.23,-0.087437,1.4766,-0.012275,-1.2456,-0.15452,1.3145,0.87945,1.4433,-0.016879,-1.1707,-1.1933,-1.2271,-0.29344,1.4091,-0.30096,-1.2112,-0.15202,1.2849,-0.23237,-1.1872,-0.072545,1.4232,-0.18354,-1.0583,0.11197,1.5094,0.83658,1.2799,-0.23293,-1.119,-1.2883,-1.092,-0.094461,1.422,1.0555,1.4614,-0.17816,-1.2062,-1.1314,-1.3245,-0.10555,1.4944,-0.17374,-1.1194,-0.1513,1.4537,-0.41946,-1.1481,0.0087841,1.1823,0.95838,1.2627
0,1.1019,0.31614,-0.94644,-0.80624,0.92441,0.80513,1.5375,0.37297,-1.0094,-0.87582,1.2641,0.48728,-1.2741,-1.2028,-1.3151,-0.92662,1.0116,1.0242,0.69776,0.35699,-0.90243,-1.1371,-1.0124,-0.8905,1.3267,1.2438,1.3086,0.78295,-1.0849,-1.2161,-1.2741,-0.72504,1.3461,0.22749,-0.91257,-0.57876,0.97062,1.0138,1.4344,0.55191,-1.0822,-1.0168,-0.96355,-0.38339,1.1288,0.7693,0.71577,0.35682,-0.97823,-0.41528,1.4547,0.64586,-1.305,-0.76686,1.318,0.057723,-1.1035,-1.1017,-1.2658,-0.41339,0.88451,0.92797,1.1951,0.040885,-1.1326,-1.0409,-1.2424,-0.8718,1.8964,0.4102,-1.1687,-0.79443,1.001,0.99738,-1.0273,-1.0055,1.0973,0.17981,-0.7585,-0.67799,1.1565,1.3903,1.3411,0.37597,-0.84156
0,-0.64991,-1.1889,-1.2018,-0.90211,0.1667,1.4031,1.2964,1.2293,-0.43079,-1.1396,-1.2086,-1.1261,0.18854,1.5369,0.80883,1.4066,-0.41504,-1.2405,-1.2369,-1.0453,-0.16302,1.6608,-0.38803,-1.2065,-0.092924,1.3604,1.3823,1.2249,-0.24137,-1.1058,-0.049118,1.5902,-0.096166,-0.99919,-1.0703,-1.2196,-0.036308,1.7124,-0.051296,-0.79328,-0.16385,1.4715,1.2957,1.3913,-0.0046625,-1.0055,-1.1531,-1.0712,-0.1673,1.4444,0.059965,-1.1922,0.12993,1.6044,-0.18784,-1.1184,-0.13886,1.515,-0.21448,-0.9096,-0.53916,1.4578,1.239,1.3199,-0.0095434,-1.1549,-0.21516,1.4445,-0.059627,-0.89539,-0.97491,-0.91579,-0.12532,1.4989,-0.079603,-0.8722,0.27258,1.3902,-0.40124,-0.82677,-0.37565,1.1109,-0.11036,-1.2225,-0.21033
0,-0.77072,0.83473,1.0361,-0.88316,-1.0685,0.88462,1.1466,-0.78283,-0.84763,0.75025,1.0889,-1.0179,-1.0404,-1.0485,-1.0782,0.82108,1.096,-0.87981,-1.0731,1.0043,1.1983,-1.0969,-1.0401,0.83175,1.1017,-0.95175,-0.85741,0.78839,1.1011,-0.89157,-1.0607,0.9855,1.0453,-0.95379,-1.0577,0.87381,1.0377,-1.0603,-1.112,0.89844,1.0899,-0.96387,-1.009,0.86151,1.1883,-0.91626,-1.0081,0.88273,1.0335,-0.96957,-0.79848,0.80442,0.99202,-0.75581,-0.95268,0.9014,1.0483,-0.8914,-1.0066,0.95591,1.0711,-1.0534,-0.92657,1.0281,1.0746,0.95324,1.1942,-1.03,-0.86466,-1.0523,-1.092,0.62596,1.5452,1.1426,1.0341,-0.90302,-1.1064,0.96187,1.033,-1.0534,-1.0338,0.85979,1.0843,-0.96821,-0.96195
